lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
156,0,122.4,12,27,4,3,0,0,3,1
273,0,95.0,5,13,4,2,1,0,0,0
2,0,75.0,6,30,3,1,0,3,0,1
62,0,149.4,9,14,4,4,0,0,3,1
55,0,104.0,4,6,3,1,0,1,0,1
3,0,66.0,1,21,2,1,0,0,0,1
27,0,136.0,9,19,3,0,1,0,0,0
53,1,67.5,12,25,4,1,0,3,0,1
4,0,110.0,9,30,2,2,0,0,0,0
52,1,152.1,7,31,4,0,2,0,3,1
32,0,117.9,5,21,4,1,1,0,0,0
0,0,95.0,6,22,0,1,0,0,0,1
105,0,70.0,10,12,3,3,0,0,0,1
29,0,151.0,8,20,4,1,0,0,0,1
160,0,106.75,8,8,4,5,2,3,0,0
103,0,80.0,5,4,3,3,0,0,0,1
233,0,90.0,10,14,3,2,1,0,0,0
44,2,149.4,9,10,4,1,2,0,3,1
150,0,101.0,1,2,3,1,2,1,0,1
21,0,91.0,3,7,4,0,1,0,0,0
44,1,134.93,3,20,4,2,2,0,3,1
120,1,127.8,8,9,4,5,0,0,3,1
54,0,94.0,11,6,2,3,2,0,3,1
6,0,116.0,4,16,4,1,1,0,0,1
7,0,88.0,3,21,0,0,1,0,0,1
0,0,136.0,2,15,4,1,1,0,3,1
49,0,43.5,3,28,3,3,1,0,0,1
146,1,202.5,10,19,4,4,1,1,3,0
12,0,75.0,1,22,4,2,0,3,0,1
230,1,95.75,7,26,4,3,0,0,1,0
0,0,106.28,9,15,4,1,0,3,0,1
10,0,110.0,5,29,2,5,3,0,0,1
0,2,155.0,10,7,4,2,0,0,3,1
79,0,125.38,4,28,4,3,1,0,3,1
82,0,109.65,5,22,4,2,2,0,0,1
10,2,136.14,9,12,4,5,2,0,0,0
180,0,112.2,8,3,4,5,2,0,3,0
191,1,84.43,8,30,4,4,0,0,3,0
67,0,57.0,1,29,3,2,0,0,0,1
198,0,90.0,9,9,3,2,1,0,0,0
13,0,88.0,12,8,4,1,0,3,0,1
3,0,78.3,1,8,4,1,0,0,0,1
21,2,107.0,12,28,4,1,1,0,0,1
55,2,135.9,9,26,4,3,1,0,0,1
14,1,72.0,5,18,3,4,0,0,0,1
83,0,123.75,7,18,4,3,1,0,0,0
211,2,224.1,10,7,4,2,0,1,4,0
16,1,31.0,2,26,2,1,0,0,0,1
12,0,65.0,8,5,2,3,0,0,0,1
86,1,72.25,11,6,4,3,2,0,0,1
336,0,78.0,9,21,3,4,1,0,0,1
43,0,107.1,4,2,4,1,1,0,0,0
3,1,228.33,8,15,4,2,1,1,0,1
37,0,105.0,10,13,3,3,0,0,0,1
10,0,215.0,5,13,4,3,2,0,5,0
34,1,158.4,10,2,4,1,2,0,3,1
22,0,62.0,11,17,2,1,0,0,0,1
65,0,96.3,3,28,4,2,1,0,0,1
30,1,111.83,8,28,4,2,2,0,0,1
102,0,101.5,10,16,3,2,0,1,0,0
89,2,96.0,12,10,4,1,1,0,0,1
20,0,80.0,1,18,2,1,1,0,0,1
24,0,55.0,12,4,3,2,0,0,0,1
109,1,66.49,10,25,4,3,0,0,0,1
45,1,207.9,9,15,4,3,0,0,5,0
95,2,84.6,11,20,4,0,2,0,0,0
95,1,131.4,8,25,4,3,0,0,3,1
81,1,149.4,9,8,4,3,0,0,3,0
32,0,147.9,12,2,4,2,2,0,5,0
5,0,99.75,8,15,4,2,2,0,0,0
296,1,117.0,9,21,3,4,0,1,0,0
103,1,113.05,12,27,3,3,0,0,4,1
57,1,157.14,6,2,4,2,0,1,3,0
3,1,133.0,9,7,4,0,1,0,0,1
279,0,110.0,10,12,4,3,0,0,0,0
29,3,186.2,10,5,4,2,0,0,3,1
1,1,121.5,6,14,4,4,0,3,0,1
26,1,139.0,10,21,4,2,0,0,0,1
75,2,150.3,7,2,4,1,1,0,3,1
109,1,97.75,4,28,4,3,2,0,0,1
147,2,84.6,12,14,4,1,0,0,0,1
11,0,69.6,12,8,3,1,0,0,0,1
2,0,82.4,3,17,3,1,0,0,0,1
192,0,102.0,9,25,3,3,2,0,0,0
34,0,124.65,3,24,4,3,1,0,0,0
161,0,130.0,3,25,3,2,1,1,1,0
228,0,87.9,10,30,4,1,2,0,0,0
346,0,90.0,9,13,3,2,0,1,0,0
22,0,137.0,3,31,4,3,2,0,0,0
0,0,0.0,8,3,1,0,1,0,3,1
1,0,85.0,1,23,4,1,0,0,0,1
18,1,79.0,2,24,4,4,0,3,0,0
29,0,67.0,4,5,2,3,0,0,0,1
2,1,0.0,9,28,4,1,0,3,0,1
97,1,63.75,7,3,3,2,0,0,0,0
12,1,152.0,9,17,4,1,0,0,0,1
230,0,137.0,9,6,3,5,0,1,0,0
64,0,130.0,5,17,2,2,0,0,0,1
21,0,95.0,10,17,2,1,1,0,0,1
56,1,72.76,10,15,4,3,0,0,0,0
130,1,97.65,8,22,4,3,1,0,0,0
4,1,151.0,7,6,4,3,0,0,0,1
28,0,81.0,2,4,4,1,0,0,0,0
0,0,0.0,8,11,1,1,0,0,0,1
35,1,79.2,11,22,4,1,0,3,0,1
232,1,109.65,9,20,4,4,0,3,0,0
110,0,159.3,8,12,4,3,2,0,3,0
291,0,115.0,8,19,4,2,0,1,0,0
46,1,79.2,12,16,4,2,1,3,0,1
127,0,90.0,4,28,3,3,1,0,0,1
2,0,120.0,11,16,3,3,0,0,0,1
45,2,159.3,6,17,4,2,0,0,3,1
75,2,84.96,10,30,4,3,2,0,0,1
42,2,88.0,11,23,4,1,0,3,0,1
275,0,110.0,4,17,3,0,2,1,0,0
0,0,75.0,3,24,3,1,0,0,0,1
11,0,111.35,6,2,4,1,0,0,0,0
146,0,95.0,4,24,3,0,2,0,0,0
150,2,118.8,10,3,4,2,1,0,0,1
13,0,114.55,2,29,4,3,1,1,0,1
213,2,102.85,10,1,4,2,2,0,0,0
86,1,82.45,3,31,4,3,1,0,0,1
79,0,105.0,4,30,3,3,2,1,0,1
7,0,66.0,2,29,2,1,1,0,0,1
88,0,180.63,4,28,4,3,1,0,5,0
58,2,191.9,7,27,4,3,0,0,6,1
19,1,121.75,10,1,4,3,1,0,3,1
77,2,79.2,12,6,4,2,0,3,0,1
198,0,99.95,8,8,4,4,1,0,0,0
68,1,74.61,11,18,4,2,2,0,3,1
145,1,116.55,6,21,4,2,0,0,0,0
141,2,132.6,10,24,4,2,1,0,3,1
202,0,109.8,10,22,4,1,2,0,3,0
4,1,98.0,3,28,4,0,1,3,0,1
301,1,115.0,7,30,3,1,1,1,0,0
7,3,103.18,10,3,4,2,1,3,0,1
38,1,108.0,11,4,4,1,0,0,0,1
42,1,91.8,11,2,4,4,0,0,0,1
32,1,88.0,12,16,4,2,0,3,0,1
0,0,135.67,7,8,4,2,1,3,0,1
73,1,72.12,3,17,4,3,2,0,1,0
5,2,105.0,8,20,4,1,0,0,0,1
1,0,67.0,6,1,2,1,0,0,0,1
247,1,115.0,6,6,3,1,1,1,0,0
27,1,74.33,12,4,4,2,1,0,1,1
30,0,94.2,8,31,4,1,0,0,0,1
2,1,168.0,11,17,4,3,0,1,3,0
83,1,77.0,7,15,4,2,0,3,0,1
67,1,99.45,4,24,4,2,2,0,0,1
111,1,196.35,12,25,4,2,2,1,5,0
40,0,88.5,3,1,4,3,0,0,3,0
118,0,116.1,6,2,4,3,0,3,0,0
64,0,149.4,9,16,4,1,0,0,3,0
18,0,73.95,1,12,4,2,0,0,0,1
20,0,67.0,12,4,2,0,2,0,0,1
129,3,101.18,12,8,4,2,0,0,3,1
16,0,164.0,9,26,4,0,1,0,3,0
84,2,94.0,7,25,4,1,0,0,0,1
275,0,106.2,10,1,4,1,2,0,0,0
92,0,90.0,11,11,3,1,0,0,0,1
40,0,70.0,10,5,3,1,1,0,0,1
3,0,110.0,5,9,0,10,5,0,3,0
6,1,108.0,2,20,4,1,0,0,3,1
19,0,79.88,2,1,4,5,1,0,1,0
4,0,122.4,9,20,4,1,0,3,0,1
124,0,94.5,8,8,3,1,2,1,0,0
84,2,125.1,9,4,4,1,2,3,0,1
20,0,85.0,3,6,4,1,2,0,0,0
44,1,95.0,4,23,3,1,2,0,0,1
101,1,148.9,8,8,4,5,3,0,3,1
164,1,94.5,8,4,4,2,0,3,0,1
2,0,110.0,10,30,0,0,1,0,3,1
21,2,124.25,8,29,4,3,1,0,0,1
134,2,129.6,9,22,4,3,0,0,0,1
6,1,88.0,12,12,4,0,1,3,0,1
0,2,90.0,8,6,4,1,0,0,0,1
29,0,85.0,12,2,2,2,0,0,0,1
270,1,108.8,9,29,4,3,1,0,3,0
234,0,106.0,10,17,2,2,1,0,4,0
149,0,95.4,6,3,4,1,0,3,0,1
7,3,143.0,9,20,4,1,0,0,0,1
1,0,70.0,8,11,2,1,0,0,0,1
32,2,111.3,4,14,4,3,0,0,0,1
1,0,65.0,11,11,3,5,2,0,0,1
418,0,107.0,9,26,4,2,1,1,0,0
9,3,127.0,6,23,4,1,0,0,3,1
93,2,177.3,9,27,4,3,0,0,3,0
138,1,101.49,8,9,4,5,0,0,0,1
51,0,95.04,10,6,4,1,0,0,0,0
6,2,97.02,5,23,4,1,1,0,0,1
38,1,104.64,9,25,4,0,2,0,0,0
105,0,110.0,10,12,4,2,1,1,0,0
135,0,80.75,9,8,3,4,2,0,0,1
187,0,80.75,9,12,3,4,1,0,1,1
4,0,149.0,5,28,4,1,0,3,0,1
6,1,65.0,6,8,2,1,0,0,0,1
156,1,128.7,8,28,4,2,2,0,3,0
44,0,149.4,9,25,4,1,2,0,3,0
184,3,139.05,8,16,4,4,0,0,3,1
349,0,90.0,10,4,3,5,1,0,0,0
2,0,72.75,4,17,3,2,2,0,0,1
74,1,99.45,4,13,4,4,0,0,0,1
63,2,106.88,9,3,4,2,2,0,0,1
199,0,73.45,6,3,4,2,0,3,0,0
0,0,96.12,6,6,4,0,1,0,0,1
263,0,110.0,10,21,3,2,0,0,0,0
84,0,65.0,9,7,2,1,0,0,0,1
151,1,143.38,12,30,4,2,0,0,0,0
338,0,80.0,10,7,4,2,1,0,0,0
13,2,130.0,2,6,4,1,2,0,0,1
206,2,177.3,8,2,4,3,0,0,5,0
443,0,65.0,4,29,4,1,0,0,0,0
186,1,96.9,7,22,3,2,2,0,0,1
57,1,158.4,10,17,4,3,1,0,3,0
121,1,88.4,12,24,4,3,2,0,0,1
66,3,93.6,11,3,4,3,0,0,0,1
0,1,142.67,9,8,4,3,0,0,0,1
126,0,72.25,8,3,3,3,0,0,0,0
332,3,63.75,12,23,4,4,2,3,0,1
3,2,229.0,7,10,4,3,2,0,5,1
80,0,136.0,10,9,3,2,0,1,3,1
2,0,107.0,3,18,2,1,0,0,0,1
81,1,108.9,7,3,4,3,2,0,0,1
59,1,76.5,10,15,3,3,2,0,0,1
1,0,54.0,2,20,3,1,2,0,0,1
34,0,113.85,3,24,4,3,1,3,0,0
141,2,119.0,8,4,4,3,1,0,0,1
0,0,140.0,10,15,4,1,0,3,0,1
98,0,82.5,4,9,4,1,2,3,0,1
162,0,103.5,8,8,4,2,1,3,0,0
127,1,79.2,11,12,4,1,2,3,0,0
37,0,0.0,1,22,4,0,0,0,0,1
225,0,71.91,12,29,4,3,2,3,0,0
1,0,65.0,8,4,2,2,0,0,0,1
12,0,79.0,2,23,4,1,0,3,0,0
155,1,148.58,12,29,4,3,2,0,5,0
6,0,63.0,2,15,3,2,1,0,0,1
219,0,76.67,9,4,3,2,1,0,0,1
67,1,128.7,4,3,4,1,2,0,3,0
68,1,92.35,8,29,4,5,2,0,0,1
33,0,74.25,12,10,4,3,1,3,0,1
122,0,86.0,3,27,3,1,2,1,0,1
94,0,60.0,12,24,3,3,2,0,3,1
9,0,141.0,5,9,4,3,1,0,3,0
0,2,45.0,4,28,3,1,0,0,0,1
109,0,108.0,10,11,4,1,0,3,0,0
43,0,75.0,10,13,3,1,0,0,0,1
110,1,70.0,12,9,3,4,0,0,0,1
21,1,97.75,12,3,4,5,2,0,3,1
292,0,91.79,12,30,4,3,2,0,0,0
133,0,108.0,10,2,4,1,2,3,0,0
101,0,62.0,1,1,3,3,2,0,3,1
132,1,96.9,7,12,3,6,2,0,0,1
128,1,123.3,10,29,4,1,2,0,3,0
81,0,116.1,5,7,4,1,0,3,0,1
0,2,0.0,3,21,1,1,1,0,5,1
141,1,137.7,7,16,4,1,1,0,0,1
292,0,115.0,7,21,3,2,0,1,0,0
144,0,162.0,9,15,4,3,0,0,3,0
79,2,79.2,12,9,4,2,1,3,0,1
20,1,134.1,9,22,4,3,0,3,0,1
237,0,80.75,9,14,4,2,1,0,0,0
52,0,140.4,5,28,4,2,2,0,3,0
66,0,149.4,9,8,4,3,1,0,3,0
2,0,95.0,5,4,0,1,0,0,0,1
283,0,106.0,12,5,2,2,1,0,4,1
48,0,75.0,11,1,3,4,0,0,0,1
39,0,51.19,3,15,4,3,0,3,0,1
23,2,139.0,9,25,4,3,2,0,0,1
2,0,127.0,6,28,4,1,0,3,0,1
31,1,66.29,12,4,4,10,5,3,0,0
83,0,174.6,6,7,4,3,0,1,3,1
82,1,96.3,6,26,4,0,1,0,0,1
65,2,97.33,10,28,4,2,0,0,0,1
140,0,70.0,12,29,3,5,0,0,0,1
23,1,105.0,10,18,3,2,2,0,3,1
3,0,106.0,2,16,4,4,0,0,3,0
16,0,82.8,2,5,4,2,0,0,3,1
0,0,109.0,8,14,3,2,0,1,0,1
130,0,61.25,2,20,4,1,0,0,1,0
103,0,115.0,4,19,4,2,0,0,0,0
280,0,100.0,9,19,3,2,1,0,0,0
186,0,80.0,4,22,3,2,1,0,0,1
31,0,84.0,10,19,3,4,1,0,3,1
100,0,108.0,10,16,4,1,0,1,0,0
82,1,107.0,11,13,4,2,2,0,0,1
60,1,123.98,9,5,4,3,1,0,3,0
25,0,75.0,10,20,3,3,0,0,0,1
132,0,100.3,12,8,4,5,2,0,0,0
275,0,90.0,10,5,4,4,1,0,0,0
29,1,279.2,9,28,4,4,1,0,6,0
211,0,100.0,5,20,3,2,0,0,0,0
57,0,130.05,4,5,4,4,0,0,3,0
1,2,139.5,9,16,4,1,0,0,0,1
37,2,156.6,6,26,4,2,2,1,3,1
1,2,120.0,10,13,4,1,0,3,0,1
12,0,91.0,2,18,4,3,1,0,0,1
56,1,116.1,5,13,4,2,1,3,0,1
181,1,99.45,8,11,4,3,2,0,0,0
151,0,71.0,1,19,3,2,0,0,0,1
88,1,0.0,12,4,1,2,0,0,0,1
52,0,80.75,4,9,3,3,2,0,0,1
108,1,146.7,8,6,4,5,2,0,3,1
256,0,76.67,9,14,3,2,1,0,0,1
37,1,76.5,10,19,3,1,0,3,0,1
24,2,124.0,9,18,4,2,1,0,0,1
3,5,266.67,9,26,4,2,1,0,5,1
95,1,149.4,9,26,4,2,1,0,3,1
11,3,159.0,5,22,4,0,2,0,0,1
6,1,152.84,9,20,4,0,2,0,0,1
41,0,76.5,8,28,3,1,2,0,0,1
52,0,78.3,3,3,4,3,0,0,0,0
49,1,158.4,10,15,4,1,2,0,3,0
0,0,66.0,1,6,2,1,0,0,0,1
12,2,93.0,2,7,4,0,1,0,0,1
8,0,89.0,12,19,3,2,2,1,0,1
26,1,56.25,9,15,3,6,2,0,0,1
118,1,58.9,8,26,4,4,0,0,0,0
16,2,105.4,12,21,4,1,0,0,0,1
3,1,102.0,1,2,4,3,2,0,0,1
115,0,76.0,2,27,3,2,2,0,0,1
3,1,183.0,2,29,4,3,1,0,5,1
17,0,208.0,12,31,4,1,0,0,5,1
8,0,89.0,10,20,2,1,0,0,0,1
2,1,81.0,2,6,4,1,0,3,0,1
27,2,111.33,3,10,4,3,0,0,3,1
14,0,95.0,10,14,2,2,0,0,0,1
204,0,72.75,10,9,3,2,2,0,0,1
248,0,74.15,10,29,4,1,2,0,0,0
64,0,101.52,9,28,3,3,0,0,0,1
1,0,95.0,5,10,3,3,0,0,0,1
12,1,64.0,12,5,3,1,1,0,0,1
43,3,124.1,11,1,4,4,0,1,0,1
41,0,70.0,12,27,3,5,1,0,0,1
88,1,76.5,7,1,4,4,0,0,0,0
68,0,68.0,7,4,4,1,2,0,0,0
9,2,109.0,8,31,4,4,1,0,0,1
147,0,106.2,6,1,4,3,0,0,0,0
20,2,175.0,8,21,4,1,2,0,3,1
103,0,115.0,4,19,3,2,0,0,0,0
22,1,67.0,2,19,2,1,0,0,0,1
66,0,75.0,10,9,3,2,1,0,0,0
12,1,79.0,12,21,2,1,0,0,0,1
34,0,65.0,10,25,2,1,2,0,0,1
28,1,122.0,9,1,4,2,0,0,0,0
85,3,90.9,10,26,4,1,0,0,0,1
18,2,75.0,12,18,4,1,0,3,0,1
5,0,70.0,11,4,3,3,0,0,0,1
105,0,90.95,6,26,4,3,2,3,0,1
46,1,107.1,7,1,4,2,0,3,0,1
39,0,87.0,8,14,3,2,0,1,0,1
75,0,105.0,10,30,3,0,2,1,0,0
3,1,99.1,11,12,4,3,2,3,0,1
96,0,70.0,12,29,3,3,0,0,0,1
258,2,88.83,10,29,4,2,2,0,0,1
1,1,78.0,12,13,4,3,0,3,0,1
91,2,109.29,9,7,4,4,1,0,3,1
245,0,75.0,6,17,3,2,0,0,0,0
1,1,139.0,7,4,4,1,1,3,0,1
84,0,104.4,10,25,4,5,0,0,3,0
23,0,159.0,6,1,4,2,0,0,3,0
220,0,95.62,8,11,4,1,0,0,1,0
40,1,6.67,1,14,4,3,0,0,1,1
8,1,111.35,5,25,4,1,0,0,0,1
164,1,126.9,9,30,4,2,2,0,3,0
207,0,161.67,12,30,3,2,1,0,0,1
39,1,133.0,12,27,4,1,0,0,0,1
94,0,55.96,7,14,4,7,2,0,0,0
28,1,160.2,10,18,4,3,0,0,5,1
135,0,89.25,10,7,4,4,0,0,0,0
1,1,155.0,10,20,4,1,0,0,3,1
35,2,168.3,8,16,4,4,0,0,3,1
109,3,88.4,12,6,4,5,1,0,0,1
2,0,0.0,1,27,1,1,0,0,0,1
80,3,121.55,4,25,4,3,1,0,3,1
107,0,96.9,8,20,3,1,2,1,0,0
24,0,53.85,9,1,3,6,2,0,0,1
85,0,129.73,9,29,2,2,0,0,0,1
12,1,85.0,9,11,3,0,1,0,0,1
47,0,106.2,4,1,4,2,1,0,3,1
12,3,184.0,2,24,4,4,0,1,3,1
6,0,80.2,2,28,3,5,2,0,3,1
128,0,103.5,7,7,4,3,0,3,0,0
115,0,146.7,8,6,4,1,0,0,3,0
38,1,101.83,9,14,4,5,2,0,0,1
134,0,65.0,12,4,3,2,2,0,0,1
2,0,65.0,5,15,2,1,2,0,0,1
259,0,89.0,10,5,3,4,0,0,0,0
270,0,62.8,4,20,3,4,0,0,0,0
99,0,80.5,2,19,2,2,0,0,0,1
60,0,65.0,9,21,3,1,1,0,0,1
17,0,81.0,1,24,4,6,4,0,0,1
0,0,134.0,3,26,4,1,1,3,0,1
22,0,133.5,12,1,4,3,2,0,0,1
88,1,136.06,11,7,4,3,1,0,0,0
45,1,134.1,7,5,4,1,0,0,0,1
75,2,79.2,11,2,4,4,1,3,0,1
83,2,132.3,10,19,4,4,0,0,3,1
23,2,115.9,12,30,4,4,2,0,3,1
60,0,75.48,6,21,3,3,0,0,0,1
151,0,80.0,1,19,3,3,0,0,0,1
34,1,103.5,10,12,4,2,1,0,0,1
51,1,135.9,7,26,4,3,0,0,0,1
181,1,117.73,5,11,4,4,0,0,3,0
69,2,110.08,4,17,4,2,2,0,3,1
0,0,77.71,8,30,4,2,0,3,0,1
55,1,93.6,11,25,4,1,0,0,0,1
127,1,91.48,10,2,4,3,2,0,0,1
23,1,139.0,8,2,4,2,0,3,0,1
85,1,91.48,7,13,4,4,1,0,3,1
15,0,93.0,2,20,4,1,2,0,0,1
258,0,110.0,10,16,3,0,1,0,0,0
125,2,177.3,8,20,4,1,1,0,5,1
97,1,99.45,4,27,4,4,0,0,0,1
115,2,132.3,10,9,4,1,2,0,3,0
3,0,166.25,9,26,2,1,1,0,4,1
45,1,162.79,9,12,4,3,1,0,0,1
92,1,149.4,5,19,4,1,0,0,3,1
91,0,102.06,10,17,4,2,1,0,0,0
90,1,79.8,3,25,4,2,2,0,1,1
4,0,70.0,1,8,3,2,1,0,0,1
47,0,80.75,10,16,3,2,2,0,0,1
91,0,80.0,9,30,3,2,1,0,0,1
6,0,62.0,3,15,3,1,0,0,0,1
1,1,128.0,5,31,4,2,0,3,0,1
6,0,0.0,11,13,1,0,1,0,5,1
0,1,55.0,3,2,2,2,0,0,0,1
23,1,108.57,5,2,4,2,1,0,0,1
47,0,76.5,5,21,3,1,1,3,0,1
1,0,6.0,8,5,1,1,0,0,0,1
65,0,80.75,10,16,3,2,2,0,0,1
173,1,84.43,9,1,4,3,1,3,0,1
102,0,80.0,10,16,3,2,0,1,0,0
63,0,116.0,9,4,3,2,0,1,0,1
11,3,0.0,12,11,1,2,0,0,6,1
71,2,124.95,4,23,4,3,2,0,3,1
0,1,145.0,9,15,2,1,0,0,0,1
116,0,75.0,2,28,3,1,2,0,0,1
287,2,100.8,9,29,4,3,0,0,0,0
86,1,114.3,7,17,4,0,1,0,0,1
11,1,231.0,7,15,4,1,0,0,5,1
73,0,94.0,4,3,4,1,2,3,0,1
3,0,71.8,12,5,4,3,1,3,0,1
54,1,88.0,11,4,4,2,0,3,0,1
65,0,68.0,12,17,3,1,2,0,0,1
46,0,67.5,11,4,3,2,0,0,0,1
113,0,85.0,6,30,3,3,1,0,0,0
145,0,65.0,1,3,3,1,2,0,0,1
247,1,86.63,8,27,4,1,1,0,1,0
12,1,58.0,12,19,3,2,2,0,0,1
8,0,72.0,3,10,3,5,2,0,0,1
17,0,75.0,3,9,2,1,0,0,3,1
77,2,104.4,10,25,4,3,0,0,3,1
42,2,121.78,11,1,4,9,2,0,0,1
41,0,69.29,12,27,3,5,2,0,0,1
107,0,152.1,9,15,4,3,1,0,0,0
119,0,94.5,5,6,4,2,0,3,0,0
63,2,123.66,10,24,4,3,1,1,3,1
3,0,66.0,2,1,2,1,1,0,0,1
54,0,72.0,11,12,3,1,0,0,0,1
7,1,90.0,8,17,4,2,1,0,0,1
105,2,119.85,6,11,4,5,2,0,0,1
49,0,78.3,3,7,4,2,1,0,0,0
225,0,96.3,8,12,4,2,0,0,0,0
74,1,85.5,4,25,4,2,1,0,0,1
34,1,68.07,12,10,4,2,2,0,0,1
33,2,95.0,10,17,4,4,2,0,1,1
0,0,62.73,5,16,4,0,1,3,0,1
64,1,0.0,10,15,1,1,0,0,0,1
13,0,85.0,3,20,3,0,1,0,0,1
53,0,94.5,9,18,3,0,2,0,0,1
14,0,132.0,4,4,4,10,4,0,3,0
13,0,115.0,6,12,4,0,2,0,0,0
105,0,75.0,10,12,3,3,0,0,0,1
19,1,86.75,12,26,4,1,1,0,1,1
5,1,110.0,5,24,2,2,0,0,0,1
11,0,113.2,12,30,4,4,0,0,3,1
0,2,148.0,6,8,4,1,0,0,3,1
35,0,99.0,9,26,3,0,1,0,0,1
10,1,157.0,8,14,4,0,2,0,0,1
35,2,103.5,11,26,4,3,0,3,0,1
145,0,94.5,8,29,3,1,2,1,0,1
275,1,77.62,11,3,4,2,0,0,0,0
115,0,58.0,3,28,3,3,1,0,0,1
19,0,80.0,10,6,3,3,0,0,0,1
32,0,81.9,3,17,4,2,0,0,0,1
111,0,120.0,10,10,3,0,1,0,0,0
46,0,75.0,11,11,3,2,1,0,0,1
17,1,118.58,9,8,4,1,0,0,3,1
17,1,89.3,1,26,4,5,1,0,3,1
55,1,75.0,4,3,3,1,2,0,0,1
35,2,166.58,9,26,4,4,2,0,0,1
107,0,117.28,11,6,4,2,2,0,3,1
22,0,43.5,11,6,3,2,2,0,0,1
13,0,79.15,3,27,3,2,2,0,0,1
35,0,73.1,3,2,4,2,0,3,0,0
1,0,94.5,8,22,3,1,2,1,0,1
33,0,72.38,2,17,3,4,0,0,3,1
2,1,89.0,5,11,2,1,0,0,0,1
159,0,112.5,8,26,4,1,0,0,0,0
152,2,130.05,7,13,4,5,2,0,3,0
66,1,119.85,5,8,4,3,2,0,0,1
2,0,67.0,4,20,2,1,0,0,0,1
132,0,96.9,7,6,3,5,2,0,0,1
51,1,60.0,11,11,3,4,0,0,3,1
18,2,155.0,11,6,4,0,2,0,0,1
112,0,99.95,5,7,4,1,1,3,0,1
12,1,119.0,5,23,4,2,1,3,0,1
214,0,108.9,10,7,4,2,1,0,0,0
278,0,89.25,11,28,4,3,1,0,0,0
61,0,78.25,8,28,3,1,2,0,0,1
14,1,168.25,10,22,4,1,1,0,5,1
125,0,116.1,6,9,4,1,0,3,0,1
75,1,80.75,6,20,3,3,1,0,0,1
73,0,145.93,7,2,4,10,4,0,3,0
21,1,210.0,11,7,4,2,1,0,3,1
5,3,124.5,9,3,4,2,0,3,3,1
35,2,88.4,12,3,4,3,2,0,0,1
25,1,151.0,7,7,4,1,0,0,0,1
124,2,130.05,7,17,4,2,2,0,3,1
239,1,96.3,10,28,4,2,0,0,0,0
192,1,105.3,7,31,4,1,2,0,0,0
71,1,101.87,10,21,4,2,1,0,3,1
38,2,148.95,4,27,4,4,0,0,3,1
135,0,90.0,9,14,3,2,1,0,0,1
7,0,65.0,10,22,2,1,0,0,0,1
260,0,73.95,12,26,4,3,1,0,0,0
142,1,83.78,6,1,4,4,1,0,3,1
0,0,75.0,7,27,3,2,1,0,0,1
117,0,72.25,8,24,3,4,1,0,0,0
66,0,75.0,10,9,4,2,1,0,0,0
13,1,121.0,6,8,4,2,0,0,0,1
20,1,86.0,2,8,4,5,3,0,0,0
85,1,76.5,3,28,4,2,1,3,0,1
253,0,90.0,5,4,3,4,0,0,0,0
0,1,200.0,9,17,4,1,0,0,3,0
58,0,60.0,11,18,3,4,0,0,3,1
99,1,118.0,10,8,4,2,2,0,0,1
78,3,149.4,9,5,4,5,2,0,3,1
39,0,124.67,11,12,4,4,2,0,3,0
3,1,78.3,1,9,4,1,1,0,0,1
172,1,96.3,7,3,4,1,2,0,0,1
14,2,149.0,4,24,4,0,2,0,0,1
33,0,143.1,5,1,4,2,2,0,0,0
59,0,85.5,5,14,3,3,2,0,0,1
7,2,0.0,2,26,1,2,0,0,3,1
104,2,87.67,6,7,4,4,0,0,0,1
2,2,89.0,4,5,4,1,0,3,0,1
82,0,90.95,4,26,3,3,0,0,3,1
209,1,81.77,4,25,4,2,1,0,0,1
4,0,65.0,5,23,2,0,1,0,0,1
278,2,139.9,7,23,4,1,2,0,0,0
98,1,90.6,10,30,4,1,2,0,0,1
92,2,125.1,9,19,4,0,1,3,0,1
238,0,86.7,12,31,4,1,2,0,0,0
6,1,192.67,3,25,4,2,1,0,3,1
31,1,75.0,10,25,3,1,2,0,3,1
32,2,149.4,9,15,4,2,0,0,3,1
129,1,103.5,5,6,4,2,0,3,0,1
8,0,130.0,4,13,2,15,6,0,0,0
48,0,135.9,7,27,4,2,0,0,0,1
44,0,75.0,2,17,3,3,0,0,0,1
100,2,219.6,5,14,4,1,1,1,3,0
0,1,90.0,12,26,4,2,2,3,0,1
43,0,122.4,11,1,4,4,0,0,3,1
88,0,76.5,8,14,4,2,0,0,0,1
57,1,89.1,10,30,4,0,2,3,0,1
6,0,140.0,3,4,4,1,0,0,0,1
5,0,98.32,5,16,2,3,1,0,0,1
137,2,117.3,12,24,4,3,2,1,0,1
48,1,126.0,9,4,4,0,2,0,1,1
259,1,73.95,12,7,4,4,0,0,0,1
7,0,104.0,4,18,4,0,1,0,0,0
14,1,156.0,6,19,4,2,2,0,3,1
29,0,104.77,2,3,4,3,0,0,3,1
83,1,132.6,5,1,4,3,2,0,3,1
39,0,150.3,3,31,4,3,0,0,3,1
72,2,127.65,10,20,4,4,2,0,3,1
143,0,121.8,7,19,4,3,0,0,3,0
